evidence_id,run,source_file,round_number,agent_id,agent_group,institution_choice,kind,action,contribution,reputation,shock_occurred,proposal_round,source_path,text,text_length
RB-02-A0-deanonymized_punishment,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,0,developed,SI,deanonymized_punishment,assigned_punish_total=450.0,1000.0,5.0,0,0,rounds[2].agents[0].deanonymized_punishment_reasoning,"Punishing free-riders who contributed below the group average or whose stated intent does not match their action, while rewarding generous contributors.",152
RB-02-A0-belief_strategy,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,0,developed,SI,belief_strategy,institution_choice=SI,1000.0,5.0,0,0,rounds[2].agents[0].belief_state.institutional_strategy,Most contributors follow the SI strategy.,41
RB-02-A0-belief_observations,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,0,developed,SI,belief_observations,institution_choice=SI,1000.0,5.0,0,0,rounds[2].agents[0].belief_state.observations,High contributions from peers with SI strategy.,47
RB-02-A1-institution,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,1,developing,SFI,institution,institution_choice=SFI,200000.0,5.0,0,0,rounds[2].agents[1].institution_reasoning,Climate/LDF mode defaults developing countries to the non-binding agreement.,76
RB-02-A1-contribution,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,1,developing,SFI,contribution,contribution=200000.0,200000.0,5.0,0,0,rounds[2].agents[1].contribution_reasoning,"I'm contributing moderately, given my institution's historical contributions and the MCPR.",90
RB-02-A1-belief_strategy,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,1,developing,SFI,belief_strategy,institution_choice=SFI,200000.0,5.0,0,0,rounds[2].agents[1].belief_state.institutional_strategy,SI: High contributions observed.,32
RB-02-A1-belief_observations,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,1,developing,SFI,belief_observations,institution_choice=SFI,200000.0,5.0,0,0,rounds[2].agents[1].belief_state.observations,"High contributors in SI, low contributors in SFI.",49
RB-02-A2-institution,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,2,developing,SFI,institution,institution_choice=SFI,0.0,5.0,0,0,rounds[2].agents[2].institution_reasoning,Climate/LDF mode defaults developing countries to the non-binding agreement.,76
RB-02-A2-contribution,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,2,developing,SFI,contribution,contribution=0.0,0.0,5.0,0,0,rounds[2].agents[2].contribution_reasoning,"I chose to contribute nothing this round due to the high contribution of Agent 4 and 24, indicating a trend towards cooperation, but also considering my own institution's (SFI) relatively low contribution history.",213
RB-02-A2-belief_strategy,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,2,developing,SFI,belief_strategy,institution_choice=SFI,0.0,5.0,0,0,rounds[2].agents[2].belief_state.institutional_strategy,Most peers follow the SI strategy.,34
RB-02-A2-belief_observations,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,2,developing,SFI,belief_observations,institution_choice=SFI,0.0,5.0,0,0,rounds[2].agents[2].belief_state.observations,High contributors are mostly from the SI institution.,53
RB-02-A3-institution,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,3,developing,SFI,institution,institution_choice=SFI,0.0,5.0,0,0,rounds[2].agents[3].institution_reasoning,Climate/LDF mode defaults developing countries to the non-binding agreement.,76
RB-02-A3-contribution,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,3,developing,SFI,contribution,contribution=0.0,0.0,5.0,0,0,rounds[2].agents[3].contribution_reasoning,I choose to contribute nothing due to the high marginal return to me per unit contributed and my institution's past behavior of low contributions.,146
RB-02-A3-belief_strategy,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,3,developing,SFI,belief_strategy,institution_choice=SFI,0.0,5.0,0,0,rounds[2].agents[3].belief_state.institutional_strategy,Most peers contribute highly in the SI institution.,51
RB-02-A3-belief_observations,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,3,developing,SFI,belief_observations,institution_choice=SFI,0.0,5.0,0,0,rounds[2].agents[3].belief_state.observations,"High contributions in SI, low contribution in SFI.",50
RB-02-A4-institution,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,4,developed,SI,institution,institution_choice=SI,0.0,5.0,0,0,rounds[2].agents[4].institution_reasoning,Climate/LDF mode defaults developed countries to the binding treaty.,68
RB-02-A4-contribution,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,4,developed,SI,contribution,contribution=0.0,0.0,5.0,0,0,rounds[2].agents[4].contribution_reasoning,"Based on observed peer behavior and internal beliefs, I will not contribute to maintain flexibility for future rounds.",118
RB-02-A4-punishment,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,4,developed,SI,punishment,assigned_punish_total=800.0,0.0,5.0,0,0,rounds[2].agents[4].punishment_reasoning,Punishing free-riders and rewarding a generous contributor to maintain long-term cooperation.,93
RB-02-A4-deanonymized_punishment,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,4,developed,SI,deanonymized_punishment,assigned_punish_total=800.0,0.0,5.0,0,0,rounds[2].agents[4].deanonymized_punishment_reasoning,Punishing free-riders and rewarding a generous contributor to maintain long-term cooperation.,93
RB-02-A4-belief_strategy,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,4,developed,SI,belief_strategy,institution_choice=SI,0.0,5.0,0,0,rounds[2].agents[4].belief_state.institutional_strategy,Most peers use the SI strategy.,31
RB-02-A4-belief_observations,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,4,developed,SI,belief_observations,institution_choice=SI,0.0,5.0,0,0,rounds[2].agents[4].belief_state.observations,High-contributors are mostly using SI.,38
RB-02-A5-institution,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,5,developing,SFI,institution,institution_choice=SFI,1000.0,5.0,0,0,rounds[2].agents[5].institution_reasoning,Climate/LDF mode defaults developing countries to the non-binding agreement.,76
RB-02-A5-contribution,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,5,developing,SFI,contribution,contribution=1000.0,1000.0,5.0,0,0,rounds[2].agents[5].contribution_reasoning,"I choose a moderate contribution to balance immediate needs with long-run cooperation incentives, considering my institution's (SFI) and group type's characteristics.",166
RB-02-A5-belief_strategy,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,5,developing,SFI,belief_strategy,institution_choice=SFI,1000.0,5.0,0,0,rounds[2].agents[5].belief_state.institutional_strategy,Most peers contribute significantly to the institution.,55
RB-02-A5-belief_observations,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,5,developing,SFI,belief_observations,institution_choice=SFI,1000.0,5.0,0,0,rounds[2].agents[5].belief_state.observations,"High contributors are mostly from SI, while low contributors are mostly from SFI.",81
RB-02-A6-institution,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,6,developed,SI,institution,institution_choice=SI,2834690.0,5.0,0,0,rounds[2].agents[6].institution_reasoning,Climate/LDF mode defaults developed countries to the binding treaty.,68
RB-02-A6-contribution,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,6,developed,SI,contribution,contribution=2834690.0,2834690.0,5.0,0,0,rounds[2].agents[6].contribution_reasoning,"Contribute to maximize Stage 1 payoff, considering MCPR and previous round data.",80
RB-02-A6-punishment,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,6,developed,SI,punishment,assigned_punish_total=35.0,2834690.0,5.0,0,0,rounds[2].agents[6].punishment_reasoning,Punished free-riders and rewarded contributors who aligned with their stated intentions.,88
RB-02-A6-deanonymized_punishment,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,6,developed,SI,deanonymized_punishment,assigned_punish_total=35.0,2834690.0,5.0,0,0,rounds[2].agents[6].deanonymized_punishment_reasoning,Punished free-riders and rewarded contributors who aligned with their stated intentions.,88
RB-02-A6-belief_strategy,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,6,developed,SI,belief_strategy,institution_choice=SI,2834690.0,5.0,0,0,rounds[2].agents[6].belief_state.institutional_strategy,Most peers follow the SI strategy.,34
RB-02-A6-belief_observations,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,6,developed,SI,belief_observations,institution_choice=SI,2834690.0,5.0,0,0,rounds[2].agents[6].belief_state.observations,High contributors are mostly following the SI strategy.,55
RB-02-A7-institution,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,7,developed,SI,institution,institution_choice=SI,2629141.0,5.0,0,0,rounds[2].agents[7].institution_reasoning,Climate/LDF mode defaults developed countries to the binding treaty.,68
RB-02-A7-contribution,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,7,developed,SI,contribution,contribution=2629141.0,2629141.0,5.0,0,0,rounds[2].agents[7].contribution_reasoning,"Contribute a moderate amount to balance between cooperation and self-interest, considering past rounds' group average contribution.",131
RB-02-A7-punishment,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,7,developed,SI,punishment,assigned_punish_total=25.0,2629141.0,5.0,0,0,rounds[2].agents[7].punishment_reasoning,Punishing free-riders and rewarding a generous contributor to maintain fairness and encourage cooperation within the SI peer group.,131
RB-02-A7-deanonymized_punishment,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,7,developed,SI,deanonymized_punishment,assigned_punish_total=25.0,2629141.0,5.0,0,0,rounds[2].agents[7].deanonymized_punishment_reasoning,Punishing free-riders and rewarding a generous contributor to maintain fairness and encourage cooperation within the SI peer group.,131
RB-02-A7-belief_strategy,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,7,developed,SI,belief_strategy,institution_choice=SI,2629141.0,5.0,0,0,rounds[2].agents[7].belief_state.institutional_strategy,Most peers follow the SI strategy.,34
RB-02-A7-belief_observations,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,7,developed,SI,belief_observations,institution_choice=SI,2629141.0,5.0,0,0,rounds[2].agents[7].belief_state.observations,"High contributions from some agents, low from others.",53
RB-02-A8-institution,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,8,developing,SFI,institution,institution_choice=SFI,514341.0,5.0,0,0,rounds[2].agents[8].institution_reasoning,Climate/LDF mode defaults developing countries to the non-binding agreement.,76
RB-02-A8-contribution,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,8,developing,SFI,contribution,contribution=514341.0,514341.0,5.0,0,0,rounds[2].agents[8].contribution_reasoning,Contribute maximum to maximize cumulative payoff and take advantage of high MCPR.,81
RB-02-A8-belief_strategy,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,8,developing,SFI,belief_strategy,institution_choice=SFI,514341.0,5.0,0,0,rounds[2].agents[8].belief_state.institutional_strategy,Most peers follow the SI strategy.,34
RB-02-A8-belief_observations,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,8,developing,SFI,belief_observations,institution_choice=SFI,514341.0,5.0,0,0,rounds[2].agents[8].belief_state.observations,High contributors are mostly from the SI institution.,53
RB-02-A9-institution,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,9,developing,SFI,institution,institution_choice=SFI,200000.0,5.0,0,0,rounds[2].agents[9].institution_reasoning,Climate/LDF mode defaults developing countries to the non-binding agreement.,76
RB-02-A9-contribution,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,9,developing,SFI,contribution,contribution=200000.0,200000.0,5.0,0,0,rounds[2].agents[9].contribution_reasoning,"Contribute a moderate amount to balance immediate needs and long-run cooperation incentives, considering my institution's relatively low contribution history.",158
RB-02-A9-belief_strategy,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,9,developing,SFI,belief_strategy,institution_choice=SFI,200000.0,5.0,0,0,rounds[2].agents[9].belief_state.institutional_strategy,Most peers follow the SI strategy.,34
RB-02-A9-belief_observations,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,9,developing,SFI,belief_observations,institution_choice=SFI,200000.0,5.0,0,0,rounds[2].agents[9].belief_state.observations,High contributors are mostly from the SI institution.,53
RB-02-A10-institution,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,10,developing,SFI,institution,institution_choice=SFI,0.0,5.0,0,0,rounds[2].agents[10].institution_reasoning,Climate/LDF mode defaults developing countries to the non-binding agreement.,76
RB-02-A10-contribution,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,10,developing,SFI,contribution,contribution=0.0,0.0,5.0,0,0,rounds[2].agents[10].contribution_reasoning,"I choose to contribute nothing as my institution, SFI, is not required to participate in Stage 2 and I do not see significant benefits from contributing in this round.",167
RB-02-A10-belief_strategy,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,10,developing,SFI,belief_strategy,institution_choice=SFI,0.0,5.0,0,0,rounds[2].agents[10].belief_state.institutional_strategy,SI: high-contributing agents are rewarded.,42
RB-02-A10-belief_observations,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,10,developing,SFI,belief_observations,institution_choice=SFI,0.0,5.0,0,0,rounds[2].agents[10].belief_state.observations,High contributors in SI institutions were prevalent this round.,63
RB-02-A11-institution,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,11,developing,SFI,institution,institution_choice=SFI,0.0,5.0,0,0,rounds[2].agents[11].institution_reasoning,Climate/LDF mode defaults developing countries to the non-binding agreement.,76
RB-02-A11-contribution,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,11,developing,SFI,contribution,contribution=0.0,0.0,5.0,0,0,rounds[2].agents[11].contribution_reasoning,"I chose to contribute nothing this round as my institution, SFI, has a relatively low budget and I want to observe others' strategies before making a move.",155
RB-02-A11-belief_strategy,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,11,developing,SFI,belief_strategy,institution_choice=SFI,0.0,5.0,0,0,rounds[2].agents[11].belief_state.institutional_strategy,"Most peers contribute to SI, few to SFI.",40
RB-02-A11-belief_observations,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,11,developing,SFI,belief_observations,institution_choice=SFI,0.0,5.0,0,0,rounds[2].agents[11].belief_state.observations,"High contributors in SI, low contributors in SFI.",49
RB-02-A12-institution,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,12,developing,SFI,institution,institution_choice=SFI,500000.0,5.0,0,0,rounds[2].agents[12].institution_reasoning,Climate/LDF mode defaults developing countries to the non-binding agreement.,76
RB-02-A12-contribution,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,12,developing,SFI,contribution,contribution=500000.0,500000.0,5.0,0,0,rounds[2].agents[12].contribution_reasoning,Contribute a significant amount to demonstrate commitment and balance immediate needs with long-run cooperation incentives.,123
RB-02-A12-belief_strategy,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,12,developing,SFI,belief_strategy,institution_choice=SFI,500000.0,5.0,0,0,rounds[2].agents[12].belief_state.institutional_strategy,Most peers contribute highly to SI institutions.,48
RB-02-A12-belief_observations,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,12,developing,SFI,belief_observations,institution_choice=SFI,500000.0,5.0,0,0,rounds[2].agents[12].belief_state.observations,"Agent 12's contribution was low, but Agent 18 contributed highly.",65
RB-02-A13-institution,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,13,developing,SFI,institution,institution_choice=SFI,88893.0,7.64,0,0,rounds[2].agents[13].institution_reasoning,Climate/LDF mode defaults developing countries to the non-binding agreement.,76
RB-02-A13-contribution,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,13,developing,SFI,contribution,contribution=88893.0,88893.0,7.64,0,0,rounds[2].agents[13].contribution_reasoning,My contribution is based on the previous round's group average of 88893.08 million USD.,87
RB-02-A13-belief_strategy,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,13,developing,SFI,belief_strategy,institution_choice=SFI,88893.0,7.64,0,0,rounds[2].agents[13].belief_state.institutional_strategy,Most peers follow the SI strategy.,34
RB-02-A13-belief_observations,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,13,developing,SFI,belief_observations,institution_choice=SFI,88893.0,7.64,0,0,rounds[2].agents[13].belief_state.observations,"High-contributors are mostly from SI, while SFI is associated with low contributions.",85
RB-02-A14-institution,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,14,developed,SI,institution,institution_choice=SI,3000000.0,1.0,0,0,rounds[2].agents[14].institution_reasoning,Climate/LDF mode defaults developed countries to the binding treaty.,68
RB-02-A14-contribution,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,14,developed,SI,contribution,contribution=3000000.0,3000000.0,1.0,0,0,rounds[2].agents[14].contribution_reasoning,"Contribute a significant amount to maintain credibility and support long-term climate stability, while also considering my institution's high fiscal capacity.",158
RB-02-A14-punishment,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,14,developed,SI,punishment,assigned_punish_total=1500.0,3000000.0,1.0,0,0,rounds[2].agents[14].punishment_reasoning,"Focusing on free-riders who did not match their stated intent, while rewarding generous contributors.",101
RB-02-A14-deanonymized_punishment,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,14,developed,SI,deanonymized_punishment,assigned_punish_total=1500.0,3000000.0,1.0,0,0,rounds[2].agents[14].deanonymized_punishment_reasoning,"Focusing on free-riders who did not match their stated intent, while rewarding generous contributors.",101
RB-02-A14-belief_strategy,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,14,developed,SI,belief_strategy,institution_choice=SI,3000000.0,1.0,0,0,rounds[2].agents[14].belief_state.institutional_strategy,Most peers use strategy SI.,27
RB-02-A14-belief_observations,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,14,developed,SI,belief_observations,institution_choice=SI,3000000.0,1.0,0,0,rounds[2].agents[14].belief_state.observations,High-contributors are mostly using SI.,38
RB-02-A15-institution,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,15,developing,SFI,institution,institution_choice=SFI,500000.0,5.0,0,0,rounds[2].agents[15].institution_reasoning,Climate/LDF mode defaults developing countries to the non-binding agreement.,76
RB-02-A15-contribution,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,15,developing,SFI,contribution,contribution=500000.0,500000.0,5.0,0,0,rounds[2].agents[15].contribution_reasoning,Contribute a significant amount to demonstrate commitment while considering the group's average contribution and maintaining flexibility for future rounds.,155
RB-02-A15-belief_strategy,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,15,developing,SFI,belief_strategy,institution_choice=SFI,500000.0,5.0,0,0,rounds[2].agents[15].belief_state.institutional_strategy,Most peers contribute highly to SI institutions.,48
RB-02-A15-belief_observations,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,15,developing,SFI,belief_observations,institution_choice=SFI,500000.0,5.0,0,0,rounds[2].agents[15].belief_state.observations,High contributions to SI institutions are the norm.,51
RB-02-A16-institution,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,16,developing,SFI,institution,institution_choice=SFI,0.0,5.0,0,0,rounds[2].agents[16].institution_reasoning,Climate/LDF mode defaults developing countries to the non-binding agreement.,76
RB-02-A16-contribution,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,16,developing,SFI,contribution,contribution=0.0,0.0,5.0,0,0,rounds[2].agents[16].contribution_reasoning,"Given my institution's SFI and previous contributions, I choose to contribute nothing this round.",97
RB-02-A16-belief_strategy,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,16,developing,SFI,belief_strategy,institution_choice=SFI,0.0,5.0,0,0,rounds[2].agents[16].belief_state.institutional_strategy,Most contributors are using the SI strategy.,44
RB-02-A16-belief_observations,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,16,developing,SFI,belief_observations,institution_choice=SFI,0.0,5.0,0,0,rounds[2].agents[16].belief_state.observations,High contributions from peers in the SI institution.,52
RB-02-A17-institution,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,17,developing,SFI,institution,institution_choice=SFI,200000.0,5.0,0,0,rounds[2].agents[17].institution_reasoning,Climate/LDF mode defaults developing countries to the non-binding agreement.,76
RB-02-A17-contribution,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,17,developing,SFI,contribution,contribution=200000.0,200000.0,5.0,0,0,rounds[2].agents[17].contribution_reasoning,"Contribute a moderate amount to balance immediate needs and long-run cooperation incentives, considering my institution's previous contributions and the developing country context.",180
RB-02-A17-belief_strategy,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,17,developing,SFI,belief_strategy,institution_choice=SFI,200000.0,5.0,0,0,rounds[2].agents[17].belief_state.institutional_strategy,Most peers contribute highly in SI institutions.,48
RB-02-A17-belief_observations,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,17,developing,SFI,belief_observations,institution_choice=SFI,200000.0,5.0,0,0,rounds[2].agents[17].belief_state.observations,High contributors are mostly from SI institutions.,50
RB-02-A18-institution,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,18,developed,SI,institution,institution_choice=SI,4000000.0,5.0,0,0,rounds[2].agents[18].institution_reasoning,Climate/LDF mode defaults developed countries to the binding treaty.,68
RB-02-A18-contribution,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,18,developed,SI,contribution,contribution=4000000.0,4000000.0,5.0,0,0,rounds[2].agents[18].contribution_reasoning,"Given my institution's high fiscal capacity and historically higher emissions, I choose to contribute significantly to maintain long-term credibility and institutional stability.",178
RB-02-A18-punishment,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,18,developed,SI,punishment,assigned_punish_total=450.0,4000000.0,5.0,0,0,rounds[2].agents[18].punishment_reasoning,Punish free-riders and reward high contributors to maintain group cohesion and fairness.,88
RB-02-A18-deanonymized_punishment,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,18,developed,SI,deanonymized_punishment,assigned_punish_total=450.0,4000000.0,5.0,0,0,rounds[2].agents[18].deanonymized_punishment_reasoning,Punish free-riders and reward high contributors to maintain group cohesion and fairness.,88
RB-02-A18-belief_strategy,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,18,developed,SI,belief_strategy,institution_choice=SI,4000000.0,5.0,0,0,rounds[2].agents[18].belief_state.institutional_strategy,Most contributors are using the SI strategy.,44
RB-02-A18-belief_observations,20260804_024555,results/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed2_26agents_30rounds_20260804_024555.json,2,18,developed,SI,belief_observations,institution_choice=SI,4000000.0,5.0,0,0,rounds[2].agents[18].belief_state.observations,High contributions from peers with SI strategy.,47
