run,source_file,round_number,voter,vote_choice,n_proposals,record_id
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,20,16,"{'vote': 1, 'reason': 'Increasing the weight of direct damage on LDF payouts will incentivize cooperation and reduce free-riding, leading to improved collective welfare.'}",3,CC-R20-V16
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,20,17,"{'vote': 1, 'reason': 'Increasing the weight of direct damage on LDF payouts will incentivize agents to prioritize cooperation and reduce free-riding, aligning with my goal of maximizing collective welfare.'}",3,CC-R20-V17
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,20,18,"{'vote': 1, 'reason': 'Increasing the weight of direct damage on LDF payouts is likely to have a significant positive impact on cooperation and collective welfare.'}",3,CC-R20-V18
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,20,19,"{'vote': 1, 'reason': 'Increasing the weight of direct damage on LDF payouts is likely to have a significant positive impact on cooperation and collective welfare.'}",3,CC-R20-V19
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,20,20,"{'vote': 1, 'reason': 'Increasing the weight of direct damage on LDF payouts is likely to have a significant positive impact on cooperation and collective welfare.'}",3,CC-R20-V20
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,20,21,"{'vote': 1, 'reason': 'Increasing the weight of direct damage on LDF payouts is likely to have a significant positive impact on cooperation and collective welfare.'}",3,CC-R20-V21
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,20,22,"{'vote': 1, 'reason': 'Increasing the weight of direct damage on LDF payouts will incentivize cooperation and reduce free-riding, leading to improved collective welfare.'}",3,CC-R20-V22
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,20,23,"{'vote': 1, 'reason': 'Increasing the weight of direct damage on LDF payouts will incentivize cooperation and reduce free-riding, leading to improved collective welfare.'}",3,CC-R20-V23
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,20,24,"{'vote': 1, 'reason': 'Increasing the weight of direct damage on LDF payouts will incentivize agents to prioritize cooperation and reduce free-riding, leading to improved collective welfare.'}",3,CC-R20-V24
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,20,25,"{'vote': 1, 'reason': 'Increasing the weight of direct damage on LDF payouts will incentivize cooperation and reduce free-riding, leading to improved collective welfare.'}",3,CC-R20-V25
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,25,0,"{'vote': 1, 'reason': 'Increasing LDF_EQUITY_WEIGHT to 0.7 is expected to have a significant positive impact on resilience, with a predicted increase of +325136271.6%.'}",3,CC-R25-V0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,25,1,"{'vote': 1, 'reason': 'Increasing LDF_EQUITY_WEIGHT to 0.7 is expected to have the highest predicted resilience impact, making it a more sustainable collective outcome.'}",3,CC-R25-V1
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,25,2,"{'vote': 1, 'reason': 'Increasing LDF_EQUITY_WEIGHT to 0.7 is expected to have a significant positive impact on resilience, with a predicted increase of +325136271.6%'}",3,CC-R25-V2
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,25,3,"{'vote': 1, 'reason': 'Increasing LDF_EQUITY_WEIGHT to 0.7 is expected to have a significant positive impact on resilience, with a predicted increase of +325136271.6%'}",3,CC-R25-V3
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,25,4,"{'vote': 1, 'reason': 'Increasing LDF_EQUITY_WEIGHT to 0.7 is expected to have a significant positive impact on resilience, with a predicted increase of +325136271.6%'}",3,CC-R25-V4
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,25,5,"{'vote': 1, 'reason': 'Increasing LDF_EQUITY_WEIGHT to 0.7 is expected to have the highest predicted resilience impact, making it the most beneficial for group welfare.'}",3,CC-R25-V5
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,25,6,"{'vote': 1, 'reason': 'Increasing LDF_EQUITY_WEIGHT to 0.7 is expected to have a significant positive impact on resilience, with a predicted increase of +325136271.6%'}",3,CC-R25-V6
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,25,7,"{'vote': 1, 'reason': 'Increasing LDF_EQUITY_WEIGHT to 0.7 is expected to have a significant positive impact on resilience, making it the best choice for improving group welfare.'}",3,CC-R25-V7
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,25,8,"{'vote': 1, 'reason': 'Increasing LDF_EQUITY_WEIGHT to 0.7 is expected to have a significant positive impact on resilience, with a predicted increase of +325136271.6%'}",3,CC-R25-V8
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,25,9,"{'vote': 1, 'reason': 'Increasing LDF_EQUITY_WEIGHT to 0.7 is expected to have a significant positive impact on resilience, making it the best choice for improving group welfare.'}",3,CC-R25-V9
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,25,10,"{'vote': 1, 'reason': 'Increasing LDF_EQUITY_WEIGHT to 0.7 is expected to have a significant positive impact on resilience, with a predicted increase of +325136271.6%'}",3,CC-R25-V10
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,25,11,"{'vote': 1, 'reason': 'Increasing LDF_EQUITY_WEIGHT to 0.7 is expected to have the highest predicted resilience impact, making it a more sustainable collective outcome.'}",3,CC-R25-V11
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,25,12,"{'vote': 1, 'reason': 'Increasing LDF_EQUITY_WEIGHT to 0.7 is expected to have a significant positive impact on resilience, with a predicted increase of +325136271.6%'}",3,CC-R25-V12
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,25,13,"{'vote': 1, 'reason': 'Increasing LDF_EQUITY_WEIGHT to 0.7 is expected to have a significant positive impact on resilience, making it the best choice for improving group welfare.'}",3,CC-R25-V13
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,25,14,"{'vote': 1, 'reason': 'Increasing LDF_EQUITY_WEIGHT to 0.7 is expected to have a significant positive impact on resilience, with a predicted increase of +325136271.6%'}",3,CC-R25-V14
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,25,15,"{'vote': 1, 'reason': 'Increasing LDF_EQUITY_WEIGHT to 0.7 is expected to have a significant positive impact on resilience, with a predicted increase of +325136271.6%'}",3,CC-R25-V15
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,25,16,"{'vote': 1, 'reason': 'Increasing LDF_EQUITY_WEIGHT to 0.7 is expected to have a significant positive impact on resilience, making it the most beneficial choice for group welfare.'}",3,CC-R25-V16
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,25,17,"{'vote': 1, 'reason': 'Increasing LDF_EQUITY_WEIGHT to 0.7 is expected to have the highest predicted resilience impact, making it a more sustainable collective outcome.'}",3,CC-R25-V17
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,25,18,"{'vote': 1, 'reason': 'Increasing LDF_EQUITY_WEIGHT to 0.7 is expected to have a significant positive impact on resilience, with a predicted increase of +325136271.6%'}",3,CC-R25-V18
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,25,19,"{'vote': 1, 'reason': 'Increasing LDF_EQUITY_WEIGHT to 0.7 is expected to have a significant positive impact on resilience, with a predicted increase of +325136271.6%.'}",3,CC-R25-V19
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,25,20,"{'vote': 1, 'reason': 'Increasing LDF_EQUITY_WEIGHT to 0.7 is expected to have a significant positive impact on resilience, with a predicted increase of +325136271.6%'}",3,CC-R25-V20
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,25,21,"{'vote': 1, 'reason': 'Increasing LDF_EQUITY_WEIGHT to 0.7 is expected to have a significant positive impact on resilience, with a predicted increase of +325136271.6%'}",3,CC-R25-V21
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,25,22,"{'vote': 1, 'reason': 'Increasing LDF_EQUITY_WEIGHT to 0.7 is expected to have a significant positive impact on resilience, making it the best choice for improving group welfare.'}",3,CC-R25-V22
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,25,23,"{'vote': 1, 'reason': 'Increasing LDF_EQUITY_WEIGHT to 0.7 is expected to have a significant positive impact on resilience, with a predicted increase of +325136271.6%'}",3,CC-R25-V23
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,25,24,"{'vote': 1, 'reason': 'Increasing LDF_EQUITY_WEIGHT to 0.7 is expected to have a significant positive impact on resilience, with a predicted increase of +325136271.6%'}",3,CC-R25-V24
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,25,25,"{'vote': 1, 'reason': 'Increasing LDF_EQUITY_WEIGHT to 0.7 is expected to have a significant positive impact on resilience, with a predicted increase of +325136271.6%'}",3,CC-R25-V25
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,30,0,"{'vote': 0, 'reason': 'I choose to increase the subsidy fraction to 0.6 as it may provide a stronger reward for contributing to the common good, potentially leading to increased cooperation and trust.'}",2,CC-R30-V0
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,30,1,"{'vote': 0, 'reason': 'I choose proposal [0] to increase the subsidy fraction, as it may incentivize cooperation and trust in our community.'}",2,CC-R30-V1
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,30,2,"{'vote': 0, 'reason': 'I choose proposal [0] because it increases the subsidy fraction more significantly, which may be necessary to overcome the current lack of cooperation and trust in the community.'}",2,CC-R30-V2
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,30,3,"{'vote': 1, 'reason': 'Increasing the subsidy fraction to 0.5 is a more conservative and incremental change that balances cooperation incentives with punishment reduction'}",2,CC-R30-V3
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,30,4,"{'vote': 0, 'reason': 'I choose proposal [0] because it increases the subsidy fraction more significantly, which may be necessary to overcome the current lack of cooperation and trust in the community.'}",2,CC-R30-V4
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,30,5,"{'vote': 1, 'reason': 'Increasing the subsidy fraction to 0.5 is a more conservative approach that still incentivizes cooperation without over-rewarding free-riders.'}",2,CC-R30-V5
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,30,6,"{'vote': 0, 'reason': 'I choose proposal [0] to increase the subsidy fraction, as it may incentivize cooperation and trust in our community.'}",2,CC-R30-V6
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,30,7,"{'vote': 0, 'reason': 'I choose proposal [0] because it increases the subsidy fraction more significantly, which may be necessary to overcome the current lack of cooperation and trust in the community.'}",2,CC-R30-V7
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,30,8,"{'vote': 0, 'reason': 'I choose proposal [0] to increase the subsidy fraction, as it may incentivize cooperation and trust in our community.'}",2,CC-R30-V8
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,30,9,"{'vote': 1, 'reason': 'Increasing the subsidy fraction to 0.5 is a more conservative approach that still promotes cooperation without over-rewarding contributors.'}",2,CC-R30-V9
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,30,10,"{'vote': 0, 'reason': 'I choose proposal [0] to increase the subsidy fraction, as it may incentivize cooperation and trust in our community.'}",2,CC-R30-V10
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,30,11,"{'vote': 0, 'reason': 'I choose proposal [0] to increase the subsidy fraction, as it may incentivize cooperation and trust in our community.'}",2,CC-R30-V11
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,30,12,"{'vote': 0, 'reason': 'I choose proposal [0] to increase the subsidy fraction, as it may incentivize cooperation and trust in our community.'}",2,CC-R30-V12
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,30,13,"{'vote': 0, 'reason': 'I choose proposal [0] to increase the subsidy fraction, as it may incentivize cooperation and trust in our community.'}",2,CC-R30-V13
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,30,14,"{'vote': 0, 'reason': 'I choose proposal [0] SUBSIDY_FRACTION → 0.6 as it offers a more significant increase in the subsidy fraction, which may be necessary to overcome the current lack of cooperation and trust.'}",2,CC-R30-V14
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,30,15,"{'vote': 0, 'reason': 'Increasing the subsidy fraction to 0.6 will provide a stronger incentive for cooperation and trust, potentially leading to more efficient collective action.'}",2,CC-R30-V15
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,30,16,"{'vote': 0, 'reason': 'I choose proposal [0] to increase the subsidy fraction, as it may incentivize cooperation and trust in our community.'}",2,CC-R30-V16
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,30,17,"{'vote': 0, 'reason': 'I choose proposal [0] SUBSIDY_FRACTION → 0.6 because it offers a more significant increase in the subsidy fraction, which could lead to increased cooperation and trust among community members.'}",2,CC-R30-V17
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,30,18,"{'vote': 0, 'reason': 'I choose proposal [0] to increase the subsidy fraction, as it may incentivize cooperation and trust in our community.'}",2,CC-R30-V18
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,30,19,"{'vote': 0, 'reason': 'I choose proposal [0] because it increases the subsidy fraction more significantly, which may be necessary to overcome the current lack of cooperation and trust in the community.'}",2,CC-R30-V19
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,30,20,"{'vote': 0, 'reason': 'I choose proposal [0] because it increases the subsidy fraction more significantly, which may be necessary to overcome the current lack of cooperation and trust in the community.'}",2,CC-R30-V20
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,30,21,"{'vote': 0, 'reason': 'I choose proposal [0] SUBSIDY_FRACTION → 0.6 because it offers a stronger reward for contributing to the common good, which may be necessary at this stage in the game.'}",2,CC-R30-V21
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,30,22,"{'vote': 0, 'reason': 'I choose proposal [0] SUBSIDY_FRACTION → 0.6 because it offers a stronger reward for contributing to the common good, which may be necessary to overcome the current cooperation issues in our community.'}",2,CC-R30-V22
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,30,23,"{'vote': 0, 'reason': 'Increasing the subsidy fraction to 0.6 may provide a stronger incentive for cooperation, potentially leading to more efficient collective action.'}",2,CC-R30-V23
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,30,24,"{'vote': 0, 'reason': 'I choose proposal [0] to increase the subsidy fraction, as it may incentivize cooperation and trust in our community.'}",2,CC-R30-V24
20260731_013853,results/To_Use/simulation_llama3.1_8b_Full_scnldf_sh1_ldf1_seed1_26agents_30rounds_20260731_013853.json,30,25,"{'vote': 0, 'reason': 'Increasing the subsidy fraction to 0.6 may provide a stronger incentive for cooperation, potentially leading to improved group welfare.'}",2,CC-R30-V25
